id,Title,Artist,Album,Duration,Media Type
9235,My Old Man,Chip Whitson,Rockabilly & Booze,00:04:25,track
9236,The Lone Gunmen,Cliff Jetson and His Mirage Men,Mística,00:02:57,track
9237,Das Model,Colt Cobra,Kaifuku,00:04:30,track
9238,Corleone (Version 2),Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:03:41,track
9239,Copkiller,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:03:55,track
9240,Caccia - Hunt (Hunt),Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:03:58,track
9241,Dramatic Music (Version 1),Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:02:35,track
9242,Il gatto (Alternate Version),Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:04:01,track
9243,Il Pentito (2nd Version),Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:05:30,track
9244,Il vecchio principe,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:05:32,track
9245,Il trio infernale,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:07:39,track
9246,Indagine su un cittadino al di sopra di ogni sospetto (Main Theme),Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:05:22,track
9247,La vérité et le soleil (Générique),Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:03:49,track
9248,La citta' si risveglia,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:03:27,track
9249,Miraggio (Secondo),Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:05:29,track
9250,Money (Seq. 1),Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:03:51,track
9251,Sacco e Vanzetti,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:04:18,track
9252,Notte di giorno,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:06:12,track
9253,Nadine,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:06:03,track
9254,Sicilia,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:06:16,track
9255,Seguita,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:20:37,track
9256,Sempre piu' verita',Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:05:36,track
9257,Solo eco,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:05:31,track
9258,Sospensione folle,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:04:01,track
9259,Senza parole,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:06:13,track
9260,Tre colonne in cronaca (pt.2),Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:05:41,track
9261,The Sicilian Clan - Il Clan dei Siciliani,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:08:07,track
9262,The Game Goes On,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:04:27,track
9263,Un amico,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:03:27,track
9264,Vite strozzate,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:03:24,track
9265,Via Mala,Ennio Morricone,Ennio Morricone Crime: Thriller Movie Soundtracks,00:03:20,track
9266,Lambada,Las Mucuras,Kaifuku,00:03:20,track
9267,Classic Surf,Mad Haoles,Kaifuku,00:02:04,track
9268,Alice in the Bluegrass,Molly Tuttle & Golden Highway,City of Gold,00:07:26,track
9269,Evergreen,Molly Tuttle & Golden Highway,City of Gold,00:03:22,track
9270,Goodbye Mary,Molly Tuttle & Golden Highway,City of Gold,00:05:55,track
9271,The First Time I Fell in Love,Molly Tuttle & Golden Highway,City of Gold,00:05:00,track
9272,When My Race Is Run,Molly Tuttle & Golden Highway,City of Gold,00:05:57,track
9273,Where Did All the Wild Things Go?,Molly Tuttle & Golden Highway,City of Gold,00:04:14,track
9274,Yosemite (feat. Dave Matthews),Molly Tuttle & Golden Highway,City of Gold,00:04:05,track
9275,All My Ravens Play Doom,Moon Mother,She's A Starry Night,00:07:59,track
9276,Grandpa's Summerhouse,Moon Mother,She's A Starry Night,00:06:36,track
9277,Shades Of Sorrow,Moon Mother,She's A Starry Night,00:06:56,track
9278,"Today Your Love, Tomorrow The World",Os Marrones (Vão à praia),Kaifuku,00:03:57,track
9279,Desert Beneath the Waves,The Surf Hermits,Unknown,00:03:25,track
9280,Blue Rain,Shorty's Swingin Coconuts,Surf Shack Shindig,00:02:45,track
9281,Circle of Destruction,Sofia Talvik,Center of the Universe - Limited Edition,00:06:09,track
9282,Boy Soldier,Sofia Talvik,Center of the Universe - Limited Edition,00:05:09,track
9283,Buliwyf and the Eaters of the Dead,The Dreadtones,The Dead Frequency,00:05:32,track
9284,Dirty Boy,The Koffin Rockers,Still Boring,00:04:50,track
9285,Mysha,The Schwings Band,Something About Us,00:03:20,track
9286,Something About Us,The Schwings Band,Something About Us,00:05:05,track
9287,Stupid People,The Schwings Band,Something About Us,00:03:47,track
9288,Time Will Throw Us Away,Wily Bo Walker & Don Gordon,Time Will Throw Us Away,00:05:10,track
9289,Assassin,Amphibian Man,Path,00:08:19,track
9290,Crow,Amphibian Man,Path,00:06:56,track
9291,Ghost,Amphibian Man,Path,00:05:50,track
9292,Dead End,Amphibian Man,Path,00:07:44,track
9293,Eclipse,Amphibian Man,Path,00:07:45,track
9294,Mirage,Amphibian Man,Path,00:06:57,track
9295,Path,Amphibian Man,Path,00:07:33,track
9296,Ticket,Amphibian Man,Path,00:03:27,track
9297,Transient,Amphibian Man,Path,00:14:25,track
9298,The Man From Z.O.D.I.A.C.,Atomicos,Fins Up!,00:13:25,track
9299,"Running Out Of Hope, Arkansas (Acoustic)",Brennen Leigh,Unknown,00:03:00,track
9300,Clean Getaway,Caroline Spence,True North (Deluxe / Hi Res),00:09:16,track
9301,Intro (Bitter),Night Surf,Light,00:03:51,track
9302,Deadman Walking,Dominic Halpin,Unknown,00:03:51,track
9303,841,Eric Kay and the Surfaronies,Unknown,00:03:51,track
9304,Harlem Nocturne,Everglades Rhythm,"Brookside Road, Vol. 4 *New Release*",00:03:55,track
9305,Driving Guitars,Everglades Rhythm,"Brookside Road, Vol. 4 *New Release*",00:02:55,track
9306,Perfidia,Everglades Rhythm,"Brookside Road, Vol. 4 *New Release*",00:03:21,track
9307,Nothing Compares 2 U,Flora Falls,Unknown,00:04:03,track
9308,Against a Crooked Sky,Ghoultown,Best of the Dead West Vol. 1,00:04:49,track
9309,Between the West and the Setting Sun,Ghoultown,Best of the Dead West Vol. 1,00:05:24,track
9310,"Blood, Bullets and Whiskey",Ghoultown,Best of the Dead West Vol. 1,00:04:12,track
9311,Bullets Don't Argue,Ghoultown,Best of the Dead West Vol. 1,00:06:24,track
9312,Bury Them Deep,Ghoultown,Best of the Dead West Vol. 1,00:05:00,track
9313,"Devil, Liquor and Gunsmoke",Ghoultown,Best of the Dead West Vol. 1,00:05:00,track
9314,Evil Eye,Ghoultown,Best of the Dead West Vol. 1,00:02:39,track
9315,Drink with the Living Dead,Ghoultown,Best of the Dead West Vol. 1,00:13:48,track
9316,Mistress of the Dark,Ghoultown,Best of the Dead West Vol. 1,00:04:05,track
9317,Southern Son,Ghoultown,Best of the Dead West Vol. 1,00:04:27,track
9318,Under the Phantom Moon,Ghoultown,Best of the Dead West Vol. 1,00:04:57,track
9319,Trail of the Snake,Ghoultown,Best of the Dead West Vol. 1,00:05:56,track
9320,Werewolves on Wheels,Ghoultown,Best of the Dead West Vol. 1,00:05:37,track
9321,Walkin' Through the Desert (With a Crow),Ghoultown,Best of the Dead West Vol. 1,00:06:24,track
9322,Where Voodoo Sleeps,Ghoultown,Best of the Dead West Vol. 1,00:06:56,track
9323,Driving,Jobi Riccio,Whiplash,00:06:59,track
9324,Homesick,Jobi Riccio,Whiplash,00:05:42,track
9325,Lonely Tonight,Jobi Riccio,Whiplash,00:05:40,track
9326,Kinder to Myself,Jobi Riccio,Whiplash,00:05:06,track
9327,One Last Time,Jobi Riccio,Whiplash,00:08:14,track
9328,Sweet,Jobi Riccio,Whiplash,00:06:51,track
9329,Black Man Blues,John Lee Hooker,No Friend Around,00:04:06,track
9330,Goin' Mad Blues,John Lee Hooker,No Friend Around,00:04:23,track
9331,Decoration Day Blues No. 2,John Lee Hooker,No Friend Around,00:03:21,track
9332,Do the Boogie,John Lee Hooker,No Friend Around,00:03:49,track
9333,House Rent Blues,John Lee Hooker,No Friend Around,00:03:12,track
9334,Landing Blues,John Lee Hooker,No Friend Around,00:03:47,track
9335,Helpless Blues,John Lee Hooker,No Friend Around,00:04:43,track
9336,No Friend Around,John Lee Hooker,No Friend Around,00:03:27,track
9337,Morning Blues,John Lee Hooker,No Friend Around,00:02:57,track
9338,My Baby's Got Something,John Lee Hooker,No Friend Around,00:03:06,track
9339,Low Down Midnight Blues,John Lee Hooker,No Friend Around,00:03:56,track
9340,Wandering Blues,John Lee Hooker,No Friend Around,00:03:35,track
9341,Stomp Boogie,John Lee Hooker,No Friend Around,00:04:52,track
9342,Rock 'N' Roll,John Lee Hooker,No Friend Around,00:03:02,track
9343,If You Could Read My Mind,Karen Jonas,Unknown,00:05:11,track
9344,Stick Around,Kristian Phillip Valentino,Happily Ever After,00:05:28,track
9345,Framingham,Lauren O'Connell,Unknown,00:11:09,track
9346,Abril,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:02:40,track
9347,El Vampiro Robot,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:02:59,track
9348,El Ultimo Bolero,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:04:12,track
9349,La Patilla,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:02:16,track
9350,Loco Por Tus Huesos,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:03:21,track
9351,La Siesta,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:02:49,track
9352,Mogambo,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:02:47,track
9353,Norah,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:02:25,track
9354,Mondo Senior,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:02:51,track
9355,Roca y Rollo,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:02:49,track
9356,Puerto Escondido,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:03:18,track
9357,Olimpiada 92,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:03:11,track
9358,Trago Largo,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:04:12,track
9359,Sol y Sambra,Los Tiki Phantoms,Y El Enigma Del Tiempo,00:04:27,track
9360,Astride,Night Surf,Light,00:00:32,track
9361,Anytime You Call,Margo Price,Strays II,00:03:48,track
9362,Been To The Mountain,Margo Price,Strays II,00:05:28,track
9363,County Road,Margo Price,Strays II,00:06:08,track
9364,Hell In The Heartland,Margo Price,Strays II,00:04:28,track
9365,Malibu,Margo Price,Strays II,00:03:37,track
9366,Lydia,Margo Price,Strays II,00:06:12,track
9367,Radio,Margo Price,Strays II,00:02:49,track
9368,Time Machine,Margo Price,Strays II,00:02:46,track
9369,Strays,Margo Price,Strays II,00:03:10,track
9370,We Want It All,Raygun Cowboys,"Fortune and Glory, Pleasure and Pain",00:03:27,track
9371,Dr. Zira's Velvety Lips,The Surf Hermits,Road Trip,00:04:18,track
9372,Mountains Of Madness,The Surf Hermits,Road Trip,00:04:47,track
9373,Mission To The Dreamworld,The Surf Hermits,Road Trip,00:05:48,track
9374,Road Trip,The Surf Hermits,Road Trip,00:05:01,track
9375,Red Dust Rider,The Surf Hermits,Road Trip,00:03:51,track
9376,The Faces Of Our Fathers,The Surf Hermits,Road Trip,00:05:21,track
9377,Towards An Empty Land,The Surf Hermits,Road Trip,00:06:45,track
9378,When Waves Collide,The Surf Hermits,Road Trip,00:04:45,track
9379,Ursa Major,The Surf Hermits,Road Trip,00:03:46,track
9380,Yugen,The Surf Hermits,Road Trip,00:06:49,track
9381,Cruel Summer,The Surf Junkies,Stranger Danger,00:04:26,track
9382,Dirty Mac,The Surf Junkies,Stranger Danger,00:03:38,track
9383,Fly Me To the Moon,The Ventures,New Space,00:05:04,track
9384,Sea of Tranquility,The Ventures,New Space,00:11:50,track
9385,Last Party on the Moon,The Ventures,New Space,00:08:07,track
9386,The Alien,The Ventures,New Space,00:06:34,track
9387,Burn Your Bible,Twin Temple,Unknown,00:04:24,track
9388,Chance Creek,Viv & Riley,Imaginary People,00:08:58,track
9389,Flashing Lights,Viv & Riley,Imaginary People,00:09:11,track
9390,Imaginary People,Viv & Riley,Imaginary People,00:05:41,track
9391,How to Lose,Viv & Riley,Imaginary People,00:06:47,track
9392,Sauvie Island,Viv & Riley,Imaginary People,00:06:43,track
9393,The Blackest Crow,Viv & Riley,Imaginary People,00:21:46,track
9394,The Long Way,Viv & Riley,Imaginary People,00:05:56,track
9395,Diamond Mind,The Dead Brothers,Death is Forever,00:02:55,track
9396,Fare Thee Well,The Dead Brothers,Death is Forever,00:05:41,track
9397,Time Slipping,Manic Vila,Float,00:06:07,track
9398,Castaway Cove,Mark Malibu & the Wasagas,Haunted Hotrod Beach Party,00:03:37,track
9399,Hip Shake Go Go Baby,Mark Malibu & the Wasagas,Haunted Hotrod Beach Party,00:02:41,track
9400,Wrinkles in the Sea of Serenity,The Desolate Coast,Unknown,00:02:14,track
9401,Yé-Yé Girls,Mark Malibu & the Wasagas,Haunted Hotrod Beach Party,00:02:09,track
9402,High Tide,Sys Malakian,High Tide,00:03:02,track
9403,City of the Dead,The Coffinshakers,"Graves, Release Your Dead",00:02:56,track
9404,Reverends of Doom,The Coffinshakers,"Graves, Release Your Dead",00:02:59,track
9405,Holes of Oblivion,The Coffinshakers,"Graves, Release Your Dead",00:05:42,track
9406,"Graves, Release Your Dead",The Coffinshakers,"Graves, Release Your Dead",00:07:19,track
9407,River of Souls,The Coffinshakers,"Graves, Release Your Dead",00:04:49,track
9408,The Great Silence,The Coffinshakers,"Graves, Release Your Dead",00:07:02,track
9409,Wretches,The Coffinshakers,"Graves, Release Your Dead",00:05:14,track
9410,The Siren's Call,The Coffinshakers,"Graves, Release Your Dead",00:04:35,track
9411,Drunk Scorpion,The Gunsmoke Sinners,One Horse Ghost Town,00:13:41,track
9412,Where The Window Raves,The Gunsmoke Sinners,One Horse Ghost Town,00:04:59,track
9413,In Years,Nathan Mongol Wells,From A Dark Corner,00:04:09,track
9414,Knew You,Nathan Mongol Wells,From A Dark Corner,00:07:56,track
9415,Baltic Pirates,The Surfers,"Surf Party! (CD/digital, 2024) SC045",00:02:12,track
9416,Harvest Queen,Steep Canyon Rangers,Morning Shift,00:07:27,track
9417,Morning Shift,Steep Canyon Rangers,Morning Shift,00:05:20,track
9418,BASTARD KLUB,The Koffin Rockers,GO K@#T GO!,00:04:42,track
9419,GO K@#T GO !,The Koffin Rockers,GO K@#T GO!,00:11:47,track
9420,SHAKE WAIT,The Koffin Rockers,GO K@#T GO!,00:04:19,track
9421,LIPS ON MINE,The Koffin Rockers,GO K@#T GO!,00:03:09,track
9422,If You Don’t Love Me (Acoustic),The Wild Feathers,The Wild Feathers (Acoustic),00:04:06,track
9423,Left My Woman (Acoustic),The Wild Feathers,The Wild Feathers (Acoustic),00:05:14,track
9424,Bittersweet,Todd Hearon,YODELADY,00:06:55,track
9425,California,Todd Hearon,YODELADY,00:06:43,track
9426,Chinatown,Todd Hearon,YODELADY,00:07:18,track
9427,Don't Forget to Be Lonely,Todd Hearon,YODELADY,00:11:26,track
9428,Lily-in-Coal,Todd Hearon,YODELADY,00:04:21,track
9429,El Dorado,Todd Hearon,YODELADY,00:16:33,track
9430,Ordinary Soldiers,Todd Hearon,YODELADY,00:13:49,track
9431,Nacogdoches,Todd Hearon,YODELADY,00:06:11,track
9432,Marfa,Todd Hearon,YODELADY,00:13:35,track
9433,The Brighter the Sun (The Blacker the Shade),Todd Hearon,YODELADY,00:06:32,track
9434,Ninety-Nine,Todd Hearon,YODELADY,00:06:54,track
9435,Serve Us,Mel Bryant & the Mercy Makers,Unknown,00:03:41,track
9436,Amore nel circo,Ennio Morricone,L'uomo proiettile (Original Motion Picture Soundtrack),00:02:42,track
9437,Il circo come favola,Ennio Morricone,L'uomo proiettile (Original Motion Picture Soundtrack),00:02:04,track
9438,Annie,Emily Duff,Unknown,00:04:16,track
9439,L' Uomo Proiettile (Love Theme),Ennio Morricone,L'uomo proiettile (Original Motion Picture Soundtrack),00:03:38,track
9440,L'uomo Proiettile,Ennio Morricone,L'uomo proiettile (Original Motion Picture Soundtrack),00:03:41,track
9441,Floating On The Surface,Kim Richey,Every New Beginning,00:03:35,track
9442,A Cautionary Tale,Mackenzie Shivers,a cautionary tale / pedestal,00:03:42,track
9443,marigolds,Mackenzie Shivers,primrose was in season,00:03:33,track
9444,pedestal,Mackenzie Shivers,a cautionary tale / pedestal,00:02:53,track
9445,Dried Up Again,Manic Vila,Slim Pickens,00:02:06,track
9446,Tooth Fairy (Grin & Bear It),Mel Bryant & the Mercy Makers,Unknown,00:02:58,track
9447,Fever,Odicolon,Twang,00:02:24,track
9448,Sister Andre,Pokey LaFarge,Rhumba Country,00:03:06,track
9449,Dominoes,Rachel Baiman + Pony Bradshaw,Unknown,00:04:02,track
9450,Paris On The Moon,Queen Esther,Things Are Looking Up,00:04:28,track
9451,Home on the Range,Slowey and The Boats,Slowey Goes West,00:02:59,track
9452,Pressure,The Bahareebas,Tintenfischgeflüster,00:02:11,track
9453,Space Cocktail,The Gagarins,Unknown,00:03:07,track
9454,Best Worst Mistake,The Hello Darlins,The Alders and the Ashes (2CD),00:02:51,track
9455,Better Days (with Dave Fenley),The Hello Darlins,The Alders and the Ashes (2CD),00:04:05,track
9456,Carefree Arizona,The Hello Darlins,The Alders and the Ashes (2CD),00:04:11,track
9457,Forgiving Cain and Loving Abel,The Hello Darlins,The Alders and the Ashes (2CD),00:03:42,track
9458,Lonely Shore (with Ruby Friedman),The Hello Darlins,The Alders and the Ashes (2CD),00:03:36,track
9459,Reasons To Cry,The Hello Darlins,The Alders and the Ashes (2CD),00:03:45,track
9460,Sudden Ring,The Hillbilly Moon Explosion,Back In Time,00:03:33,track
9461,The Gift,Caroline Spence,The Gift (Alternate Version),00:03:47,track
9462,Cactus & Roses,De Surfures,Unknown,00:02:40,track
9463,Droppin In,Eric Kay and The Surfaronies,Unknown,00:02:48,track
9464,Alibi,Hurray For The Riff Raff,The Past is Still Alive,00:02:49,track
9465,Colossus of Roads,Hurray For The Riff Raff,The Past is Still Alive,00:02:46,track
9466,Hourglass,Hurray For The Riff Raff,The Past is Still Alive,00:02:51,track
9467,Ogallala,Hurray For The Riff Raff,The Past is Still Alive,00:04:59,track
9468,The World Is Dangerous,Hurray For The Riff Raff,The Past is Still Alive,00:03:46,track
9469,Feels Like Home feat. Jackson Browne,Judy Collins,Strangers Again,00:03:59,track
9470,Bingo,Los Oxidados,"Los Oxidados  “Lookout, Here We Go!”",00:02:04,track
9471,June,Los Oxidados,"Los Oxidados  “Lookout, Here We Go!”",00:02:18,track
9472,Sonora,Phantom Operators,Outlaw Blues,00:03:21,track
9473,Outlaw Blues,Phantom Operators,Outlaw Blues,00:05:20,track
9474,Neptune's Bassoon,Surf Muscle,The Surf Muscle Method,00:02:27,track
9475,Blind Curves,Vanessa Peters,Flying on Instruments,00:05:23,track
9476,Halfway Through,Vanessa Peters,Flying on Instruments,00:04:40,track
9477,Better,Vanessa Peters,Flying on Instruments,00:04:46,track
9478,How Long,Vanessa Peters,Flying on Instruments,00:04:43,track
9479,Hey Claire,Vanessa Peters,Flying on Instruments,00:04:32,track
9480,Out to Sea,Vanessa Peters,Flying on Instruments,00:04:06,track
9481,Pinball Heart,Vanessa Peters,Flying on Instruments,00:04:18,track
9482,Wasted Days,Vanessa Peters,Flying on Instruments,00:04:20,track
9483,Hallo Mama,Christa Fartek ,Unknown,00:03:06,track
9484,You gave me,Nancy Su,Unknown,00:03:10,track
9485,THIS OLD BARN,DAN WASHBURN,Unknown,00:03:08,track
9486,If love is really love,Rick Whittell,Unknown,00:03:04,track
9487,Lipstick To Myself,Sarina Haggarty,Unknown,00:03:12,track
9488,The Boxer,Tres Chic,Unknown,00:03:09,track
9489,Africa,Amphibian Man,Zenith,00:02:51,track
9490,Decision,Amphibian Man,Program,00:02:55,track
9491,Lost On Planet Pangea,Albert Ginés,Unknown,00:02:20,track
9492,Fakir,Amphibian Man,Zenith,00:02:30,track
9493,Dust,Amphibian Man,Zenith,00:02:56,track
9494,Glass,Amphibian Man,Program,00:03:29,track
9495,Fall,Amphibian Man,Zenith,00:04:08,track
9496,Pattern,Amphibian Man,Program,00:03:07,track
9497,Loop,Amphibian Man,Program,00:03:59,track
9498,Program,Amphibian Man,Program,00:03:24,track
9499,Obelisk,Amphibian Man,Zenith,00:03:09,track
9500,Rising,Amphibian Man,Zenith,00:02:51,track
9501,Zenith,Amphibian Man,Zenith,00:02:31,track
9502,Reaction,Amphibian Man,Program,00:02:48,track
9503,Waiting,Amphibian Man,Program,00:03:28,track
9504,Waterloo Sunset,Ann Savoy,Another Heart,00:03:53,track
9505,A Lonely Man,Armando Trovajoli,Nostalgia Music: Classics & Soundtracks of  the Past,00:03:37,track
9506,Il vichingo venuto dal Sud (Version 3),Armando Trovajoli,Nostalgia Music: Classics & Soundtracks of  the Past,00:03:19,track
9507,America sissignore,Berto Pisano,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:33,track
9508,Love Theme,Armando Trovajoli,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:28,track
9509,Lucky & Cleopatra - Circus Fight,Bruno Nicolai,Nostalgia Music: Classics & Soundtracks of  the Past,00:01:42,track
9510,Lovely but Dangerous,Bruno Nicolai,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:16,track
9511,Kiss Kiss Bang Bang - Fox Trot,Bruno Nicolai,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:55,track
9512,L'uccello migratore (Version 4),Armando Trovajoli,Nostalgia Music: Classics & Soundtracks of  the Past,00:03:17,track
9513,Spring In Bavaria (Acoustic),El Castillo,The Genre Bending Wonders of El Castillo,00:01:57,track
9514,Arrivo a Parigi,Ennio Morricone,Nostalgia Music: Classics & Soundtracks of  the Past,00:01:44,track
9515,Amanti,Ennio Morricone,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:16,track
9516,Surfer Girl,El Castillo,The Genre Bending Wonders of El Castillo,00:03:35,track
9517,Madame Royale e le amiche,Fiorenzo Carpi,Nostalgia Music: Classics & Soundtracks of  the Past,00:01:10,track
9518,Tema di Margherita,Fiorenzo Carpi,Nostalgia Music: Classics & Soundtracks of  the Past,00:03:10,track
9519,Tema di Clara,Enrico Simonetti,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:53,track
9520,Don't Break My Heart,La Perra Blanco,"FOLC217 LA PERRA BLANCO ""Get It Out""",00:02:50,track
9521,Down and Bound,La Perra Blanco,"FOLC217 LA PERRA BLANCO ""Get It Out""",00:02:29,track
9522,I Got Cats,La Perra Blanco,"FOLC217 LA PERRA BLANCO ""Get It Out""",00:01:53,track
9523,New Lover New Sweetheart,La Perra Blanco,"FOLC217 LA PERRA BLANCO ""Get It Out""",00:01:55,track
9524,Get It Out,La Perra Blanco,"FOLC217 LA PERRA BLANCO ""Get It Out""",00:02:40,track
9525,So Blue and So Sad,La Perra Blanco,"FOLC217 LA PERRA BLANCO ""Get It Out""",00:02:21,track
9526,Sitting Here,La Perra Blanco,"FOLC217 LA PERRA BLANCO ""Get It Out""",00:02:57,track
9527,Why Don't You Love Me,La Perra Blanco,"FOLC217 LA PERRA BLANCO ""Get It Out""",00:02:40,track
9528,Ballo di Lidia,Giorgio Gaslini,Nostalgia Music: Classics & Soundtracks of  the Past,00:03:04,track
9529,Vuelta,Gato Barbieri,Nostalgia Music: Classics & Soundtracks of  the Past,00:03:06,track
9530,Call of the Canyon,Hilary Gardner,On the Trail with The Lonesome Pines,00:04:09,track
9531,Lights of Old Santa Fe,Hilary Gardner,On the Trail with The Lonesome Pines,00:04:14,track
9532,Silver on the Sage,Hilary Gardner,On the Trail with The Lonesome Pines,00:03:30,track
9533,If I don't go now,Kathy Freeman,Unknown,00:03:08,track
9534,Swinging on a Rope,Lewis Burner,Bullets For Bread,00:02:14,track
9535,Le Transfuge (Version 3),Luis Bacalov,Nostalgia Music: Classics & Soundtracks of  the Past,00:01:07,track
9536,Le Transfuge (Version 1),Luis Bacalov,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:32,track
9537,To The City,Luis Bacalov,Nostalgia Music: Classics & Soundtracks of  the Past,00:01:41,track
9538,Rebus - Sequence 8,Luis Bacalov,Nostalgia Music: Classics & Soundtracks of  the Past,00:01:23,track
9539,Un Uomo Solo contro la Citta',Luis Bacalov,Nostalgia Music: Classics & Soundtracks of  the Past,00:03:56,track
9540,A Starless Night (Remastered),Piero Piccioni,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:46,track
9541,Espera senorita,Luis Bacalov,Nostalgia Music: Classics & Soundtracks of  the Past,00:03:51,track
9542,Easy Lovers,Piero Piccioni,Nostalgia Music: Classics & Soundtracks of  the Past,00:03:46,track
9543,Chi dice donna dice donna (Parigi),Piero Piccioni,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:11,track
9544,Genti E Paesi (Pastorale Tranquillo),Piero Piccioni,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:43,track
9545,La notte brava (Marinacci - Slow Flute Version),Piero Piccioni,Nostalgia Music: Classics & Soundtracks of  the Past,00:01:20,track
9546,Mexican Dream,Piero Piccioni,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:01,track
9547,Stomp,Piero Piccioni,Nostalgia Music: Classics & Soundtracks of  the Past,00:02:17,track
9548,L' Arcangelo - Seq. 15,Piero Umiliani,Nostalgia Music: Classics & Soundtracks of  the Past,00:01:56,track
9549,Capriccio,"Piero Piccioni, Edda Dell'Orso",Nostalgia Music: Classics & Soundtracks of  the Past,00:03:34,track
9550,Tuxedo,Piero Piccioni,Nostalgia Music: Classics & Soundtracks of  the Past,00:03:08,track
9551,Every Breath You Take,Rafael Riqueni,Versatae,00:03:42,track
9552,Moon River,Rafael Riqueni,Versatae,00:01:47,track
9553,L' Arcangelo - Seq. 18,Piero Umiliani,Nostalgia Music: Classics & Soundtracks of  the Past,00:01:15,track
9554,I Will Always Love You,Rafael Riqueni,Versatae,00:03:48,track
9555,What a Wonderful World,Rafael Riqueni,Versatae,00:02:33,track
9556,Stairway to Heaven,Rafael Riqueni,Versatae,00:03:34,track
9557,Tears in Heaven,Rafael Riqueni,Versatae,00:04:10,track
9558,Quei giorni insieme a te (Theme),Riz Ortolani,Nostalgia Music: Classics & Soundtracks of  the Past,00:01:49,track
9559,I Want Your Love,THE PUSSYCATS,THE PUSSYCATS - EP,00:02:11,track
9560,YouCan't Stop Loving Me,THE PUSSYCATS,THE PUSSYCATS - EP,00:02:00,track
9561,Dressed In Black,THE PUSSYCATS,THE PUSSYCATS - EP,00:02:41,track
9562,miserlou,The Тяга,Афродизіак,00:02:06,track
9563,The Sleepless Motel,The Wretched Edsels,The Wretched Edsels,00:02:48,track
9564,вайпаут,The Тяга,Афродизіак,00:01:57,track
9565,тяга,The Тяга,Афродизіак,00:02:33,track
9566,Only Daddy Calls Me Marley,Ukulena,Only Daddy Calls Me Marley,00:03:30,track
9567,This Is The Life (Acoustic / Drovers Inn Session),Amy Macdonald,Unknown,00:03:31,track
9568,Білим Снігом,Zwyntar,Тисяча Очей,00:04:03,track
9569,Белла,Zwyntar,Тисяча Очей,00:04:15,track
